nfhs4_statecode,nfhs4_state,SL_NO,ITEM_CATEGORY,region,mpce
AP,Andhra Pradesh,7,salt,Urban,3.54
AR,Arunachal Pradesh,7,salt,Urban,4.65
AS,Assam,7,salt,Urban,4.2
BR,Bihar,7,salt,Urban,3.48
CT,Chhattisgarh,7,salt,Urban,4
AP,Andhra Pradesh,8,edible oil,Urban,74.27
AR,Arunachal Pradesh,8,edible oil,Urban,98.11
AS,Assam,8,edible oil,Urban,97.18
BR,Bihar,8,edible oil,Urban,75.41
CT,Chhattisgarh,8,edible oil,Urban,68.86
AP,Andhra Pradesh,9,"egg, fish & meat",Urban,176.76
AR,Arunachal Pradesh,9,"egg, fish & meat",Urban,391.07
AS,Assam,9,"egg, fish & meat",Urban,307.84
BR,Bihar,9,"egg, fish & meat",Urban,104.55
CT,Chhattisgarh,9,"egg, fish & meat",Urban,88.74
AP,Andhra Pradesh,10,vegetables,Urban,163.7
AR,Arunachal Pradesh,10,vegetables,Urban,306.73
AS,Assam,10,vegetables,Urban,210.51
BR,Bihar,10,vegetables,Urban,141.66
CT,Chhattisgarh,10,vegetables,Urban,213.19
AP,Andhra Pradesh,11,fruits (fresh),Urban,120.75
AR,Arunachal Pradesh,11,fruits (fresh),Urban,132.95
AS,Assam,11,fruits (fresh),Urban,94.55
BR,Bihar,11,fruits (fresh),Urban,64.57
CT,Chhattisgarh,11,fruits (fresh),Urban,87.25
AP,Andhra Pradesh,12,fruits (dry),Urban,43.65
AR,Arunachal Pradesh,12,fruits (dry),Urban,31.99
AS,Assam,12,fruits (dry),Urban,27.27
BR,Bihar,12,fruits (dry),Urban,28.94
CT,Chhattisgarh,12,fruits (dry),Urban,20.65
AP,Andhra Pradesh,13,spices,Urban,80.49
AR,Arunachal Pradesh,13,spices,Urban,93.8
AS,Assam,13,spices,Urban,64.49
BR,Bihar,13,spices,Urban,58.66
CT,Chhattisgarh,13,spices,Urban,73.69
AP,Andhra Pradesh,14,"beverages, refreshments, etc.",Urban,335.4
AR,Arunachal Pradesh,14,"beverages, refreshments, etc.",Urban,356.02
AS,Assam,14,"beverages, refreshments, etc.",Urban,300.89
BR,Bihar,14,"beverages, refreshments, etc.",Urban,187.84
CT,Chhattisgarh,14,"beverages, refreshments, etc.",Urban,222.45
AP,Andhra Pradesh,15,food: total (1-14),Urban,1574.52
AR,Arunachal Pradesh,15,food: total (1-14),Urban,1943.18
AS,Assam,15,food: total (1-14),Urban,1606.09
BR,Bihar,15,food: total (1-14),Urban,1207.7
CT,Chhattisgarh,15,food: total (1-14),Urban,1199.34
AP,Andhra Pradesh,16,"pan, tobacco & intoxicants",Urban,79.26
AR,Arunachal Pradesh,16,"pan, tobacco & intoxicants",Urban,216.82
AS,Assam,16,"pan, tobacco & intoxicants",Urban,89.13
BR,Bihar,16,"pan, tobacco & intoxicants",Urban,19.92
CT,Chhattisgarh,16,"pan, tobacco & intoxicants",Urban,76.67
AP,Andhra Pradesh,17,fuel and light,Urban,216.29
AR,Arunachal Pradesh,17,fuel and light,Urban,292.55
AS,Assam,17,fuel and light,Urban,247.78
BR,Bihar,17,fuel and light,Urban,188.01
CT,Chhattisgarh,17,fuel and light,Urban,251.83
AP,Andhra Pradesh,18,clothing & bedding,Urban,190.01
AR,Arunachal Pradesh,18,clothing & bedding,Urban,164.91
AS,Assam,18,clothing & bedding,Urban,181.12
BR,Bihar,18,clothing & bedding,Urban,178.53
CT,Chhattisgarh,18,clothing & bedding,Urban,208.5
AP,Andhra Pradesh,19,footwear,Urban,29.21
AR,Arunachal Pradesh,19,footwear,Urban,42.2
AS,Assam,19,footwear,Urban,34.52
BR,Bihar,19,footwear,Urban,26.14
CT,Chhattisgarh,19,footwear,Urban,32.44
AP,Andhra Pradesh,20,education,Urban,260.07
AR,Arunachal Pradesh,20,education,Urban,148.68
AS,Assam,20,education,Urban,213.36
BR,Bihar,20,education,Urban,175.06
CT,Chhattisgarh,20,education,Urban,172.23
AP,Andhra Pradesh,21,medical (institutional),Urban,41.37
AR,Arunachal Pradesh,21,medical (institutional),Urban,28.43
AS,Assam,21,medical (institutional),Urban,34.19
BR,Bihar,21,medical (institutional),Urban,13.73
CT,Chhattisgarh,21,medical (institutional),Urban,45.34
AP,Andhra Pradesh,22,medical (non-institutional),Urban,119.48
AR,Arunachal Pradesh,22,medical (non-institutional),Urban,55.06
AS,Assam,22,medical (non-institutional),Urban,49.22
BR,Bihar,22,medical (non-institutional),Urban,48.32
CT,Chhattisgarh,22,medical (non-institutional),Urban,99.62
AP,Andhra Pradesh,23,entertainment,Urban,69.84
AR,Arunachal Pradesh,23,entertainment,Urban,84.62
AS,Assam,23,entertainment,Urban,69.46
BR,Bihar,23,entertainment,Urban,40.22
CT,Chhattisgarh,23,entertainment,Urban,69.74
AP,Andhra Pradesh,24,minor durable-type goods,Urban,11.46
AR,Arunachal Pradesh,24,minor durable-type goods,Urban,37.85
AS,Assam,24,minor durable-type goods,Urban,16.49
BR,Bihar,24,minor durable-type goods,Urban,11.35
CT,Chhattisgarh,24,minor durable-type goods,Urban,11.48
AP,Andhra Pradesh,25,toilet articles,Urban,80.55
AR,Arunachal Pradesh,25,toilet articles,Urban,92.66
AS,Assam,25,toilet articles,Urban,55.23
BR,Bihar,25,toilet articles,Urban,40.42
CT,Chhattisgarh,25,toilet articles,Urban,75.65
AP,Andhra Pradesh,26,other household consumables,Urban,73.05
AR,Arunachal Pradesh,26,other household consumables,Urban,58.58
AS,Assam,26,other household consumables,Urban,44.58
BR,Bihar,26,other household consumables,Urban,36.63
CT,Chhattisgarh,26,other household consumables,Urban,61.52
AP,Andhra Pradesh,27,consum. services excl. conveyance,Urban,169.84
AR,Arunachal Pradesh,27,consum. services excl. conveyance,Urban,193.23
AS,Assam,27,consum. services excl. conveyance,Urban,132.2
BR,Bihar,27,consum. services excl. conveyance,Urban,98.4
CT,Chhattisgarh,27,consum. services excl. conveyance,Urban,164.23
AP,Andhra Pradesh,28,conveyance,Urban,230.45
AR,Arunachal Pradesh,28,conveyance,Urban,153.28
AS,Assam,28,conveyance,Urban,166.27
BR,Bihar,28,conveyance,Urban,98.16
CT,Chhattisgarh,28,conveyance,Urban,201.85
AP,Andhra Pradesh,29,rent,Urban,382
AR,Arunachal Pradesh,29,rent,Urban,188.59
AS,Assam,29,rent,Urban,255.85
BR,Bihar,29,rent,Urban,107.2
CT,Chhattisgarh,29,rent,Urban,128.69
AP,Andhra Pradesh,30,taxes & cesses,Urban,26.36
AR,Arunachal Pradesh,30,taxes & cesses,Urban,19.07
AS,Assam,30,taxes & cesses,Urban,13.03
BR,Bihar,30,taxes & cesses,Urban,7.26
CT,Chhattisgarh,30,taxes & cesses,Urban,25.32
AP,Andhra Pradesh,31,durable goods,Urban,161.43
AR,Arunachal Pradesh,31,durable goods,Urban,205.53
AS,Assam,31,durable goods,Urban,109.08
BR,Bihar,31,durable goods,Urban,96.66
CT,Chhattisgarh,31,durable goods,Urban,193.23
AP,Andhra Pradesh,32,non-food: total (16-31),Urban,2140.67
AR,Arunachal Pradesh,32,non-food: total (16-31),Urban,1982.05
AS,Assam,32,non-food: total (16-31),Urban,1711.49
BR,Bihar,32,non-food: total (16-31),Urban,1186.01
CT,Chhattisgarh,32,non-food: total (16-31),Urban,1818.35
AP,Andhra Pradesh,33,total expenditure (15+32),Urban,3715.19
AR,Arunachal Pradesh,33,total expenditure (15+32),Urban,3925.24
AS,Assam,33,total expenditure (15+32),Urban,3317.59
BR,Bihar,33,total expenditure (15+32),Urban,2393.71
CT,Chhattisgarh,33,total expenditure (15+32),Urban,3017.69
AP,Andhra Pradesh,34,"cooked meals recd. free inworkpl.*",Urban,7.32
AR,Arunachal Pradesh,34,"cooked meals recd. free inworkpl.*",Urban,0.89
AS,Assam,34,"cooked meals recd. free inworkpl.*",Urban,1.54
BR,Bihar,34,"cooked meals recd. free inworkpl.*",Urban,3.47
CT,Chhattisgarh,34,"cooked meals recd. free inworkpl.*",Urban,0.34
AP,Andhra Pradesh,35,cooked meals recd. as assistance *,Urban,16.68
AR,Arunachal Pradesh,35,cooked meals recd. as assistance *,Urban,0.33
AS,Assam,35,cooked meals recd. as assistance *,Urban,10.91
BR,Bihar,35,cooked meals recd. as assistance *,Urban,12.01
CT,Chhattisgarh,35,cooked meals recd. as assistance *,Urban,23.44
AP,Andhra Pradesh,36,clothing & footwear (2nd hand) **,Urban,0.06
AR,Arunachal Pradesh,36,clothing & footwear (2nd hand) **,Urban,3.09
AS,Assam,36,clothing & footwear (2nd hand) **,Urban,0.02
BR,Bihar,36,clothing & footwear (2nd hand) **,Urban,0.03
CT,Chhattisgarh,36,clothing & footwear (2nd hand) **,Urban,0.12
AP,Andhra Pradesh,37,"@books, journals, etc. (2nd hand)",Urban,0.23
AR,Arunachal Pradesh,37,"@books, journals, etc. (2nd hand)",Urban,0.71
AS,Assam,37,"@books, journals, etc. (2nd hand)",Urban,0.47
BR,Bihar,37,"@books, journals, etc. (2nd hand)",Urban,0.59
CT,Chhattisgarh,37,"@books, journals, etc. (2nd hand)",Urban,0.92
AP,Andhra Pradesh,38,"$durables (2ndhand)",Urban,2.87
AR,Arunachal Pradesh,38,"$durables (2ndhand)",Urban,4.35
AS,Assam,38,"$durables (2ndhand)",Urban,0.24
BR,Bihar,38,"$durables (2ndhand)",Urban,0.53
CT,Chhattisgarh,38,"$durables (2ndhand)",Urban,1.87
AP,Andhra Pradesh,39,imputed rent,Urban,335.81
AR,Arunachal Pradesh,39,imputed rent,Urban,37.57
AS,Assam,39,imputed rent,Urban,544.75
BR,Bihar,39,imputed rent,Urban,515.07
CT,Chhattisgarh,39,imputed rent,Urban,497.85
DL,NCT of Delhi,1,cereal,Urban,185.56
GA,Goa,1,cereal,Urban,192.06
GJ,Gujarat,1,cereal,Urban,198.05
HR,Haryana,1,cereal,Urban,182.38
HP,Himachal Pradesh,1,cereal,Urban,247.46
DL,NCT of Delhi,2,gram,Urban,5.8
GA,Goa,2,gram,Urban,2.03
GJ,Gujarat,2,gram,Urban,5.12
HR,Haryana,2,gram,Urban,5.42
HP,Himachal Pradesh,2,gram,Urban,11.08
DL,NCT of Delhi,3,cereal substitutes,Urban,0
GA,Goa,3,cereal substitutes,Urban,0.09
GJ,Gujarat,3,cereal substitutes,Urban,0.63
HR,Haryana,3,cereal substitutes,Urban,0.87
HP,Himachal Pradesh,3,cereal substitutes,Urban,0
DL,NCT of Delhi,4,pulses and pulse products,Urban,67.11
GA,Goa,4,pulses and pulse products,Urban,44.97
GJ,Gujarat,4,pulses and pulse products,Urban,66.78
HR,Haryana,4,pulses and pulse products,Urban,57.53
HP,Himachal Pradesh,4,pulses and pulse products,Urban,84.99
DL,NCT of Delhi,5,milk and milk products,Urban,518.72
GA,Goa,5,milk and milk products,Urban,228.93
GJ,Gujarat,5,milk and milk products,Urban,422.05
HR,Haryana,5,milk and milk products,Urban,616.56
HP,Himachal Pradesh,5,milk and milk products,Urban,452.95
DL,NCT of Delhi,6,sugar,Urban,43.99
GA,Goa,6,sugar,Urban,37.53
GJ,Gujarat,6,sugar,Urban,39.8
HR,Haryana,6,sugar,Urban,45.45
HP,Himachal Pradesh,6,sugar,Urban,42.32
DL,NCT of Delhi,7,salt,Urban,4.05
GA,Goa,7,salt,Urban,3.38
GJ,Gujarat,7,salt,Urban,2.86
HR,Haryana,7,salt,Urban,3.8
HP,Himachal Pradesh,7,salt,Urban,3.35
DL,NCT of Delhi,8,edible oil,Urban,67.5
GA,Goa,8,edible oil,Urban,72.92
GJ,Gujarat,8,edible oil,Urban,116.61
HR,Haryana,8,edible oil,Urban,59.42
HP,Himachal Pradesh,8,edible oil,Urban,93.71
DL,NCT of Delhi,9,"egg, fish & meat",Urban,124.73
GA,Goa,9,"egg, fish & meat",Urban,451.39
GJ,Gujarat,9,"egg, fish & meat",Urban,52.86
HR,Haryana,9,"egg, fish & meat",Urban,46.42
HP,Himachal Pradesh,9,"egg, fish & meat",Urban,75.35
DL,NCT of Delhi,10,vegetables,Urban,195.93
GA,Goa,10,vegetables,Urban,160.57
GJ,Gujarat,10,vegetables,Urban,209.52
HR,Haryana,10,vegetables,Urban,181.41
HP,Himachal Pradesh,10,vegetables,Urban,233.12
DL,NCT of Delhi,11,fruits (fresh),Urban,105.29
GA,Goa,11,fruits (fresh),Urban,273.5
GJ,Gujarat,11,fruits (fresh),Urban,117.01
HR,Haryana,11,fruits (fresh),Urban,136.79
HP,Himachal Pradesh,11,fruits (fresh),Urban,142.29
DL,NCT of Delhi,12,fruits (dry),Urban,44.01
GA,Goa,12,fruits (dry),Urban,29.28
GJ,Gujarat,12,fruits (dry),Urban,62.92
HR,Haryana,12,fruits (dry),Urban,50.79
HP,Himachal Pradesh,12,fruits (dry),Urban,81.93
DL,NCT of Delhi,13,spices,Urban,76.29
GA,Goa,13,spices,Urban,101.03
GJ,Gujarat,13,spices,Urban,96.51
HR,Haryana,13,spices,Urban,81.91
HP,Himachal Pradesh,13,spices,Urban,83.66
DL,NCT of Delhi,14,"beverages, refreshments, etc.",Urban,505.92
GA,Goa,14,"beverages, refreshments, etc.",Urban,398.68
GJ,Gujarat,14,"beverages, refreshments, etc.",Urban,382.35
HR,Haryana,14,"beverages, refreshments, etc.",Urban,439.03
HP,Himachal Pradesh,14,"beverages, refreshments, etc.",Urban,489.78
DL,NCT of Delhi,15,food: total (1-14),Urban,1944.92
GA,Goa,15,food: total (1-14),Urban,1996.36
GJ,Gujarat,15,food: total (1-14),Urban,1773.08
HR,Haryana,15,food: total (1-14),Urban,1907.79
HP,Himachal Pradesh,15,food: total (1-14),Urban,2041.97
DL,NCT of Delhi,16,"pan, tobacco & intoxicants",Urban,63.67
GA,Goa,16,"pan, tobacco & intoxicants",Urban,32.9
GJ,Gujarat,16,"pan, tobacco & intoxicants",Urban,55.3
HR,Haryana,16,"pan, tobacco & intoxicants",Urban,64.22
HP,Himachal Pradesh,16,"pan, tobacco & intoxicants",Urban,83.51
DL,NCT of Delhi,17,fuel and light,Urban,383.18
GA,Goa,17,fuel and light,Urban,216.06
GJ,Gujarat,17,fuel and light,Urban,274.42
HR,Haryana,17,fuel and light,Urban,339.43
HP,Himachal Pradesh,17,fuel and light,Urban,256.01
DL,NCT of Delhi,18,clothing & bedding,Urban,269.21
GA,Goa,18,clothing & bedding,Urban,213.08
GJ,Gujarat,18,clothing & bedding,Urban,223.82
HR,Haryana,18,clothing & bedding,Urban,295.97
HP,Himachal Pradesh,18,clothing & bedding,Urban,354.21
DL,NCT of Delhi,19,footwear,Urban,51.61
GA,Goa,19,footwear,Urban,38.59
GJ,Gujarat,19,footwear,Urban,44.41
HR,Haryana,19,footwear,Urban,60.24
HP,Himachal Pradesh,19,footwear,Urban,92.21
DL,NCT of Delhi,20,education,Urban,396.54
GA,Goa,20,education,Urban,103.93
GJ,Gujarat,20,education,Urban,232.38
HR,Haryana,20,education,Urban,438.96
HP,Himachal Pradesh,20,education,Urban,363.96
DL,NCT of Delhi,21,medical (institutional),Urban,43.94
GA,Goa,21,medical (institutional),Urban,29.29
GJ,Gujarat,21,medical (institutional),Urban,32.15
HR,Haryana,21,medical (institutional),Urban,44.64
HP,Himachal Pradesh,21,medical (institutional),Urban,49.91
DL,NCT of Delhi,22,medical (non-institutional),Urban,119.18
GA,Goa,22,medical (non-institutional),Urban,80.21
GJ,Gujarat,22,medical (non-institutional),Urban,61.11
HR,Haryana,22,medical (non-institutional),Urban,94.39
HP,Himachal Pradesh,22,medical (non-institutional),Urban,121.93
DL,NCT of Delhi,23,entertainment,Urban,115.66
GA,Goa,23,entertainment,Urban,107.47
GJ,Gujarat,23,entertainment,Urban,97.2
HR,Haryana,23,entertainment,Urban,82.59
HP,Himachal Pradesh,23,entertainment,Urban,83.17
DL,NCT of Delhi,24,minor durable-type goods,Urban,20.37
GA,Goa,24,minor durable-type goods,Urban,16.94
GJ,Gujarat,24,minor durable-type goods,Urban,18.66
HR,Haryana,24,minor durable-type goods,Urban,22.25
HP,Himachal Pradesh,24,minor durable-type goods,Urban,21.06
DL,NCT of Delhi,25,toilet articles,Urban,72.69
GA,Goa,25,toilet articles,Urban,74.9
GJ,Gujarat,25,toilet articles,Urban,69.23
HR,Haryana,25,toilet articles,Urban,79.43
HP,Himachal Pradesh,25,toilet articles,Urban,93.5
DL,NCT of Delhi,26,other household consumables,Urban,79.05
GA,Goa,26,other household consumables,Urban,69.63
GJ,Gujarat,26,other household consumables,Urban,69.18
HR,Haryana,26,other household consumables,Urban,71.18
HP,Himachal Pradesh,26,other household consumables,Urban,69.93
DL,NCT of Delhi,27,consum. services excl. conveyance,Urban,288.97
GA,Goa,27,consum. services excl. conveyance,Urban,278.2
GJ,Gujarat,27,consum. services excl. conveyance,Urban,194.44
HR,Haryana,27,consum. services excl. conveyance,Urban,236.28
HP,Himachal Pradesh,27,consum. services excl. conveyance,Urban,267.07
DL,NCT of Delhi,28,conveyance,Urban,413.52
GA,Goa,28,conveyance,Urban,309.2
GJ,Gujarat,28,conveyance,Urban,307.19
HR,Haryana,28,conveyance,Urban,362.8
HP,Himachal Pradesh,28,conveyance,Urban,344.25
DL,NCT of Delhi,29,rent,Urban,372.37
GA,Goa,29,rent,Urban,176.38
GJ,Gujarat,29,rent,Urban,155.52
HR,Haryana,29,rent,Urban,211.91
HP,Himachal Pradesh,29,rent,Urban,481.8
DL,NCT of Delhi,30,taxes & cesses,Urban,37.58
GA,Goa,30,taxes & cesses,Urban,49.38
GJ,Gujarat,30,taxes & cesses,Urban,35.72
HR,Haryana,30,taxes & cesses,Urban,30.86
HP,Himachal Pradesh,30,taxes & cesses,Urban,45.77
DL,NCT of Delhi,31,durable goods,Urban,232.91
GA,Goa,31,durable goods,Urban,220.93
GJ,Gujarat,31,durable goods,Urban,251.81
HR,Haryana,31,durable goods,Urban,283.33
HP,Himachal Pradesh,31,durable goods,Urban,359.28
DL,NCT of Delhi,32,non-food: total (16-31),Urban,2960.47
GA,Goa,32,non-food: total (16-31),Urban,2017.08
GJ,Gujarat,32,non-food: total (16-31),Urban,2122.52
HR,Haryana,32,non-food: total (16-31),Urban,2718.48
HP,Himachal Pradesh,32,non-food: total (16-31),Urban,3087.58
DL,NCT of Delhi,33,total expenditure (15+32),Urban,4905.39
GA,Goa,33,total expenditure (15+32),Urban,4013.44
GJ,Gujarat,33,total expenditure (15+32),Urban,3895.6
HR,Haryana,33,total expenditure (15+32),Urban,4626.27
HP,Himachal Pradesh,33,total expenditure (15+32),Urban,5129.55
DL,NCT of Delhi,34,"cooked meals recd. free inworkpl.*",Urban,17.29
GA,Goa,34,"cooked meals recd. free inworkpl.*",Urban,31.94
GJ,Gujarat,34,"cooked meals recd. free inworkpl.*",Urban,1.39
HR,Haryana,34,"cooked meals recd. free inworkpl.*",Urban,1.95
HP,Himachal Pradesh,34,"cooked meals recd. free inworkpl.*",Urban,16.68
DL,NCT of Delhi,35,cooked meals recd. as assistance *,Urban,17.06
GA,Goa,35,cooked meals recd. as assistance *,Urban,3.41
GJ,Gujarat,35,cooked meals recd. as assistance *,Urban,8.22
HR,Haryana,35,cooked meals recd. as assistance *,Urban,6.57
HP,Himachal Pradesh,35,cooked meals recd. as assistance *,Urban,27.51
DL,NCT of Delhi,36,clothing & footwear (2nd hand) **,Urban,1.75
GA,Goa,36,clothing & footwear (2nd hand) **,Urban,0.11
GJ,Gujarat,36,clothing & footwear (2nd hand) **,Urban,1.1
HR,Haryana,36,clothing & footwear (2nd hand) **,Urban,0.22
HP,Himachal Pradesh,36,clothing & footwear (2nd hand) **,Urban,0.86
DL,NCT of Delhi,37,"@books, journals, etc. (2nd hand)",Urban,1.58
GA,Goa,37,"@books, journals, etc. (2nd hand)",Urban,0.28
GJ,Gujarat,37,"@books, journals, etc. (2nd hand)",Urban,0.99
HR,Haryana,37,"@books, journals, etc. (2nd hand)",Urban,1.03
HP,Himachal Pradesh,37,"@books, journals, etc. (2nd hand)",Urban,0.34
DL,NCT of Delhi,38,"$durables (2ndhand)",Urban,0.96
GA,Goa,38,"$durables (2ndhand)",Urban,0.1
GJ,Gujarat,38,"$durables (2ndhand)",Urban,2.64
HR,Haryana,38,"$durables (2ndhand)",Urban,3.71
HP,Himachal Pradesh,38,"$durables (2ndhand)",Urban,0.08
DL,NCT of Delhi,39,imputed rent,Urban,1177.34
GA,Goa,39,imputed rent,Urban,1226.78
GJ,Gujarat,39,imputed rent,Urban,777.57
HR,Haryana,39,imputed rent,Urban,846.23
HP,Himachal Pradesh,39,imputed rent,Urban,688.92
JK,Jammu & Kashmir,1,cereal,Urban,273.99
JH,Jharkhand,1,cereal,Urban,248.47
KA,Karnataka,1,cereal,Urban,268.38
KL,Kerala,1,cereal,Urban,227.67
MP,Madhya Pradesh,1,cereal,Urban,162.4
JK,Jammu & Kashmir,2,gram,Urban,5.43
JH,Jharkhand,2,gram,Urban,5.9
KA,Karnataka,2,gram,Urban,5.37
KL,Kerala,2,gram,Urban,11.1
MP,Madhya Pradesh,2,gram,Urban,2.04
JK,Jammu & Kashmir,3,cereal substitutes,Urban,0.07
JH,Jharkhand,3,cereal substitutes,Urban,0.37
KA,Karnataka,3,cereal substitutes,Urban,0.01
KL,Kerala,3,cereal substitutes,Urban,7.99
MP,Madhya Pradesh,3,cereal substitutes,Urban,2.93
JK,Jammu & Kashmir,4,pulses and pulse products,Urban,56.2
JH,Jharkhand,4,pulses and pulse products,Urban,42.95
KA,Karnataka,4,pulses and pulse products,Urban,59.43
KL,Kerala,4,pulses and pulse products,Urban,49.85
MP,Madhya Pradesh,4,pulses and pulse products,Urban,58.54
JK,Jammu & Kashmir,5,milk and milk products,Urban,376.57
JH,Jharkhand,5,milk and milk products,Urban,186.19
KA,Karnataka,5,milk and milk products,Urban,215.76
KL,Kerala,5,milk and milk products,Urban,158.17
MP,Madhya Pradesh,5,milk and milk products,Urban,264.47
JK,Jammu & Kashmir,6,sugar,Urban,25.06
JH,Jharkhand,6,sugar,Urban,22.28
KA,Karnataka,6,sugar,Urban,30.35
KL,Kerala,6,sugar,Urban,31.87
MP,Madhya Pradesh,6,sugar,Urban,35.37
JK,Jammu & Kashmir,7,salt,Urban,5.07
JH,Jharkhand,7,salt,Urban,3.4
KA,Karnataka,7,salt,Urban,3.39
KL,Kerala,7,salt,Urban,2.97
MP,Madhya Pradesh,7,salt,Urban,2.6
JK,Jammu & Kashmir,8,edible oil,Urban,118.91
JH,Jharkhand,8,edible oil,Urban,82.32
KA,Karnataka,8,edible oil,Urban,74.19
KL,Kerala,8,edible oil,Urban,104.63
MP,Madhya Pradesh,8,edible oil,Urban,71.77
JK,Jammu & Kashmir,9,"egg, fish & meat",Urban,177.29
JH,Jharkhand,9,"egg, fish & meat",Urban,123.23
KA,Karnataka,9,"egg, fish & meat",Urban,175.56
KL,Kerala,9,"egg, fish & meat",Urban,387.48
MP,Madhya Pradesh,9,"egg, fish & meat",Urban,54.61
JK,Jammu & Kashmir,10,vegetables,Urban,246.44
JH,Jharkhand,10,vegetables,Urban,156.44
KA,Karnataka,10,vegetables,Urban,163.67
KL,Kerala,10,vegetables,Urban,154.9
MP,Madhya Pradesh,10,vegetables,Urban,139.73
JK,Jammu & Kashmir,11,fruits (fresh),Urban,94.1
JH,Jharkhand,11,fruits (fresh),Urban,77.02
KA,Karnataka,11,fruits (fresh),Urban,151.57
KL,Kerala,11,fruits (fresh),Urban,183.35
MP,Madhya Pradesh,11,fruits (fresh),Urban,83.42
JK,Jammu & Kashmir,12,fruits (dry),Urban,29.68
JH,Jharkhand,12,fruits (dry),Urban,29.08
KA,Karnataka,12,fruits (dry),Urban,54.46
KL,Kerala,12,fruits (dry),Urban,27.37
MP,Madhya Pradesh,12,fruits (dry),Urban,38.66
JK,Jammu & Kashmir,13,spices,Urban,91.09
JH,Jharkhand,13,spices,Urban,64.42
KA,Karnataka,13,spices,Urban,86.02
KL,Kerala,13,spices,Urban,100.23
MP,Madhya Pradesh,13,spices,Urban,70.17
JK,Jammu & Kashmir,14,"beverages, refreshments, etc.",Urban,283.03
JH,Jharkhand,14,"beverages, refreshments, etc.",Urban,246.47
KA,Karnataka,14,"beverages, refreshments, etc.",Urban,438.83
KL,Kerala,14,"beverages, refreshments, etc.",Urban,399.59
MP,Madhya Pradesh,14,"beverages, refreshments, etc.",Urban,209.39
JK,Jammu & Kashmir,15,food: total (1-14),Urban,1782.91
JH,Jharkhand,15,food: total (1-14),Urban,1288.56
KA,Karnataka,15,food: total (1-14),Urban,1726.98
KL,Kerala,15,food: total (1-14),Urban,1847.18
MP,Madhya Pradesh,15,food: total (1-14),Urban,1196.1
JK,Jammu & Kashmir,16,"pan, tobacco & intoxicants",Urban,53.74
JH,Jharkhand,16,"pan, tobacco & intoxicants",Urban,41.62
KA,Karnataka,16,"pan, tobacco & intoxicants",Urban,73.89
KL,Kerala,16,"pan, tobacco & intoxicants",Urban,66.36
MP,Madhya Pradesh,16,"pan, tobacco & intoxicants",Urban,53.14
JK,Jammu & Kashmir,17,fuel and light,Urban,213.01
JH,Jharkhand,17,fuel and light,Urban,188.75
KA,Karnataka,17,fuel and light,Urban,225.28
KL,Kerala,17,fuel and light,Urban,257.21
MP,Madhya Pradesh,17,fuel and light,Urban,250.1
JK,Jammu & Kashmir,18,clothing & bedding,Urban,225.21
JH,Jharkhand,18,clothing & bedding,Urban,191.17
KA,Karnataka,18,clothing & bedding,Urban,206.52
KL,Kerala,18,clothing & bedding,Urban,212.56
MP,Madhya Pradesh,18,clothing & bedding,Urban,169.3
JK,Jammu & Kashmir,19,footwear,Urban,55.43
JH,Jharkhand,19,footwear,Urban,31.25
KA,Karnataka,19,footwear,Urban,44.2
KL,Kerala,19,footwear,Urban,41.61
MP,Madhya Pradesh,19,footwear,Urban,35.83
JK,Jammu & Kashmir,20,education,Urban,258.25
JH,Jharkhand,20,education,Urban,271.83
KA,Karnataka,20,education,Urban,252.57
KL,Kerala,20,education,Urban,245.46
MP,Madhya Pradesh,20,education,Urban,253.38
JK,Jammu & Kashmir,21,medical (institutional),Urban,27.92
JH,Jharkhand,21,medical (institutional),Urban,59.68
KA,Karnataka,21,medical (institutional),Urban,45.02
KL,Kerala,21,medical (institutional),Urban,132.24
MP,Madhya Pradesh,21,medical (institutional),Urban,27.03
JK,Jammu & Kashmir,22,medical (non-institutional),Urban,80.17
JH,Jharkhand,22,medical (non-institutional),Urban,79.25
KA,Karnataka,22,medical (non-institutional),Urban,71.68
KL,Kerala,22,medical (non-institutional),Urban,243.03
MP,Madhya Pradesh,22,medical (non-institutional),Urban,81.35
JK,Jammu & Kashmir,23,entertainment,Urban,51.78
JH,Jharkhand,23,entertainment,Urban,47.01
KA,Karnataka,23,entertainment,Urban,83.59
KL,Kerala,23,entertainment,Urban,70.32
MP,Madhya Pradesh,23,entertainment,Urban,46.6
JK,Jammu & Kashmir,24,minor durable-type goods,Urban,12.87
JH,Jharkhand,24,minor durable-type goods,Urban,14.46
KA,Karnataka,24,minor durable-type goods,Urban,15.16
KL,Kerala,24,minor durable-type goods,Urban,18.59
MP,Madhya Pradesh,24,minor durable-type goods,Urban,11.59
JK,Jammu & Kashmir,25,toilet articles,Urban,48.44
JH,Jharkhand,25,toilet articles,Urban,49.91
KA,Karnataka,25,toilet articles,Urban,80.93
KL,Kerala,25,toilet articles,Urban,67.07
MP,Madhya Pradesh,25,toilet articles,Urban,56.82
JK,Jammu & Kashmir,26,other household consumables,Urban,49.77
JH,Jharkhand,26,other household consumables,Urban,51.79
KA,Karnataka,26,other household consumables,Urban,73.4
KL,Kerala,26,other household consumables,Urban,61.37
MP,Madhya Pradesh,26,other household consumables,Urban,50.84
JK,Jammu & Kashmir,27,consum. services excl. conveyance,Urban,168.14
JH,Jharkhand,27,consum. services excl. conveyance,Urban,126.07
